"AUXLR118.Code.or.Value","AUXLR118.Value.Description","AUXLR118.Count","AUXLR118.Cumulative","AUXLR118.Skip.to.Item"
"-47 to 74","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
