"AUXRR272.Code.or.Value","AUXRR272.Value.Description","AUXRR272.Count","AUXRR272.Cumulative","AUXRR272.Skip.to.Item"
"-24 to 91","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
