"AUXRR101.Code.or.Value","AUXRR101.Value.Description","AUXRR101.Count","AUXRR101.Cumulative","AUXRR101.Skip.to.Item"
"-63 to 57","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
