"CIQD101.Code.or.Value","CIQD101.Value.Description","CIQD101.Count","CIQD101.Cumulative","CIQD101.Skip.to.Item"
"1","Yes",0,0,"CIQD103"
"2","No",1,1,"CIQD103"
"7","Refuse",0,1,"CIQD103"
"9","Don't know",0,1,"CIQD103"
".","Missing",777,778,""
