"RFXC030.Code.or.Value","RFXC030.Value.Description","RFXC030.Count","RFXC030.Cumulative","RFXC030.Skip.to.Item"
"-6.786 to 3.54","Range of Values",51068,51068,NA
".","Missing",8,51076,NA
