"RHQ131.Code.or.Value","RHQ131.Value.Description","RHQ131.Count","RHQ131.Cumulative","RHQ131.Skip.to.Item"
"1","Yes",2086,2086,""
"2","No",1128,3214,"RHQ275A"
"7","Refused",0,3214,"RHQ275A"
"9","Don't know",0,3214,"RHQ275A"
".","Missing",383,3597,""
