"SMQ077.Code.or.Value","SMQ077.Value.Description","SMQ077.Count","SMQ077.Cumulative","SMQ077.Skip.to.Item"
"1","Within 5 minutes",313,313,NA
"2","From 6 to 30 minutes",311,624,NA
"3","From more than 30 minutes to one hour",210,834,NA
"4","More than one hour",349,1183,NA
"7","Refused",4,1187,NA
"9","Don't know",8,1195,NA
".","Missing",5991,7186,NA
