"AUXLR228.Code.or.Value","AUXLR228.Value.Description","AUXLR228.Count","AUXLR228.Cumulative","AUXLR228.Skip.to.Item"
"-30 to 72","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
