"AUXRR265.Code.or.Value","AUXRR265.Value.Description","AUXRR265.Count","AUXRR265.Cumulative","AUXRR265.Skip.to.Item"
"-13 to 76","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
