"AUXLR248.Code.or.Value","AUXLR248.Value.Description","AUXLR248.Count","AUXLR248.Cumulative","AUXLR248.Skip.to.Item"
"-19 to 52","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
