"AUDTYR05.Code.or.Value","AUDTYR05.Value.Description","AUDTYR05.Count","AUDTYR05.Cumulative","AUDTYR05.Skip.to.Item"
"0 to 0.97","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
