"AUXRR146.Code.or.Value","AUXRR146.Value.Description","AUXRR146.Count","AUXRR146.Cumulative","AUXRR146.Skip.to.Item"
"-48 to 60","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
