"DR1_040Z.Code.or.Value","DR1_040Z.Value.Description","DR1_040Z.Count","DR1_040Z.Cumulative","DR1_040Z.Skip.to.Item"
"1","Yes",105705,105705,NA
"2","No",44590,150295,NA
"7","Refused",0,150295,NA
"9","Don't know",15,150310,NA
".","Missing",681,150991,NA
