"AUXLR215.Code.or.Value","AUXLR215.Value.Description","AUXLR215.Count","AUXLR215.Cumulative","AUXLR215.Skip.to.Item"
"-21 to 75","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
