"AUQ060.Code.or.Value","AUQ060.Value.Description","AUQ060.Count","AUQ060.Cumulative","AUQ060.Skip.to.Item"
"1","Yes",1059,1059,"AUQ395"
"2","No",573,1632,""
"7","Refused",1,1633,""
"9","Don't know",30,1663,""
".","Missing",7234,8897,""
