"AUQ070.Code.or.Value","AUQ070.Value.Description","AUQ070.Count","AUQ070.Cumulative","AUQ070.Skip.to.Item"
"1","Yes",564,564,"AUQ100"
"2","No",210,774,""
"7","Refused",0,774,""
"9","Don't know",3,777,""
".","Missing",8587,9364,""
