"CIQP18.Code.or.Value","CIQP18.Value.Description","CIQP18.Count","CIQP18.Cumulative","CIQP18.Skip.to.Item"
"7777","Refused",0,0,NA
"9999","Don't know",0,0,NA
".","Missing",850,850,NA
