"AUXRR107.Code.or.Value","AUXRR107.Value.Description","AUXRR107.Count","AUXRR107.Cumulative","AUXRR107.Skip.to.Item"
"-117 to 62","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
