"RHQ131.Code.or.Value","RHQ131.Value.Description","RHQ131.Count","RHQ131.Cumulative","RHQ131.Skip.to.Item"
"1","Yes",2195,2195,""
"2","No",434,2629,"RHD280"
"7","Refused",2,2631,"RHD280"
"9","Don't know",1,2632,"RHD280"
".","Missing",986,3618,""
