"AUDTYL56.Code.or.Value","AUDTYL56.Value.Description","AUDTYL56.Count","AUDTYL56.Cumulative","AUDTYL56.Skip.to.Item"
"0 to 2.38","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
