"AUDTYR42.Code.or.Value","AUDTYR42.Value.Description","AUDTYR42.Count","AUDTYR42.Cumulative","AUDTYR42.Skip.to.Item"
"0 to 3","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
