"DBQ197.Code.or.Value","DBQ197.Value.Description","DBQ197.Count","DBQ197.Cumulative","DBQ197.Skip.to.Item"
"0","Never",1364,1364,"DBD225"
"1","Rarely-less than once a week",1496,2860,""
"2","Sometimes-once a week or more, but less than once a day, or",2357,5217,""
"3","Often-once a day or more?",3649,8866,""
"4","Varied",30,8896,""
"7","Refused",0,8896,"DBD225"
"9","Don't know",1,8897,"DBD225"
".","Missing",357,9254,""
