"AUQ231.Code.or.Value","AUQ231.Value.Description","AUQ231.Count","AUQ231.Cumulative","AUQ231.Skip.to.Item"
"1","Yes",368,368,NA
"2","No",2078,2446,NA
"7","Refused",0,2446,NA
"9","Don't know",2,2448,NA
".","Missing",7661,10109,NA
