"DBQ760.Code.or.Value","DBQ760.Value.Description","DBQ760.Count","DBQ760.Cumulative","DBQ760.Skip.to.Item"
"1","Always",308,308,NA
"2","Most of the time",427,735,NA
"3","Sometimes",864,1599,NA
"4","Rarely",558,2157,NA
"5","Never",288,2445,NA
"6","Never seen",0,2445,NA
"7","Refused",0,2445,NA
"9","Don't know",1,2446,NA
".","Missing",499,2945,NA
