"AUXRR226.Code.or.Value","AUXRR226.Value.Description","AUXRR226.Count","AUXRR226.Cumulative","AUXRR226.Skip.to.Item"
"-80 to 61","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
