"SMQ180.Code.or.Value","SMQ180.Value.Description","SMQ180.Count","SMQ180.Cumulative","SMQ180.Skip.to.Item"
"1","Yes",207,207,""
"2","No",5190,5397,"SMQ210"
"7","Refused",5,5402,"SMQ210"
"9","Don't know",5,5407,"SMQ210"
".","Missing",4,5411,""
