"AUDTYR29.Code.or.Value","AUDTYR29.Value.Description","AUDTYR29.Count","AUDTYR29.Cumulative","AUDTYR29.Skip.to.Item"
"0 to 2.56","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
