"AUXLR272.Code.or.Value","AUXLR272.Value.Description","AUXLR272.Count","AUXLR272.Cumulative","AUXLR272.Skip.to.Item"
"-11 to 58","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
