"SMQ150.Code.or.Value","SMQ150.Value.Description","SMQ150.Count","SMQ150.Cumulative","SMQ150.Skip.to.Item"
"1","Yes",696,696,""
"2","No",4340,5036,"SMQ180"
"7","Refused",1,5037,"SMQ180"
"9","Don't know",3,5040,"SMQ180"
".","Missing",1,5041,""
