"OHQ100.Code.or.Value","OHQ100.Value.Description","OHQ100.Count","OHQ100.Cumulative","OHQ100.Skip.to.Item"
"1","Yes",128,128,NA
"2","No",1738,1866,NA
"7","Refused",0,1866,NA
"9","Don't know",0,1866,NA
".","Missing",7364,9230,NA
