"AUXRR271.Code.or.Value","AUXRR271.Value.Description","AUXRR271.Count","AUXRR271.Cumulative","AUXRR271.Skip.to.Item"
"1 to 36","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
