"AUXRR234.Code.or.Value","AUXRR234.Value.Description","AUXRR234.Count","AUXRR234.Cumulative","AUXRR234.Skip.to.Item"
"-14 to 51","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
