"MCQ050.Code.or.Value","MCQ050.Value.Description","MCQ050.Count","MCQ050.Cumulative","MCQ050.Skip.to.Item"
"1","Yes",162,162,NA
"2","No",314,476,NA
"7","Refused",0,476,NA
"9","Don't know",0,476,NA
".","Missing",9346,9822,NA
