"AUXLR119.Code.or.Value","AUXLR119.Value.Description","AUXLR119.Count","AUXLR119.Cumulative","AUXLR119.Skip.to.Item"
"-41 to 69","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
