"AUXLR159.Code.or.Value","AUXLR159.Value.Description","AUXLR159.Count","AUXLR159.Cumulative","AUXLR159.Skip.to.Item"
"-28 to 46","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
