"AUDTYL02.Code.or.Value","AUDTYL02.Value.Description","AUDTYL02.Count","AUDTYL02.Cumulative","AUDTYL02.Skip.to.Item"
"0 to 2.06","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
