"AUDTYR39.Code.or.Value","AUDTYR39.Value.Description","AUDTYR39.Count","AUDTYR39.Cumulative","AUDTYR39.Skip.to.Item"
"0 to 1.88","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
