"CIQD065.Code.or.Value","CIQD065.Value.Description","CIQD065.Count","CIQD065.Cumulative","CIQD065.Skip.to.Item"
"1 to 6","Range of Values",14,14,NA
"77","Refuse",0,14,NA
"99","Don't know",0,14,NA
".","Missing",764,778,NA
