"MCQ350.Code.or.Value","MCQ350.Value.Description","MCQ350.Count","MCQ350.Cumulative","MCQ350.Skip.to.Item"
"1","Yes",163,163,NA
"2","No",661,824,NA
"7","Refused",0,824,NA
"9","Don't know",7,831,NA
".","Missing",8991,9822,NA
