"DBQ945.Code.or.Value","DBQ945.Value.Description","DBQ945.Count","DBQ945.Cumulative","DBQ945.Skip.to.Item"
"1","Yes",3266,3266,NA
"2","No",2895,6161,NA
"7","Refused",0,6161,NA
"9","Don't know",0,6161,NA
".","Missing",3093,9254,NA
