"AUXLR258.Code.or.Value","AUXLR258.Value.Description","AUXLR258.Count","AUXLR258.Cumulative","AUXLR258.Skip.to.Item"
"-14 to 70","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
