"SXQ809.Code.or.Value","SXQ809.Value.Description","SXQ809.Count","SXQ809.Cumulative","SXQ809.Skip.to.Item"
"1","Yes",105,105,NA
"2","No",2162,2267,NA
"7","Refused",7,2274,NA
"9","Don't know",7,2281,NA
".","Missing",3021,5302,NA
