"AUXRR177.Code.or.Value","AUXRR177.Value.Description","AUXRR177.Count","AUXRR177.Cumulative","AUXRR177.Skip.to.Item"
"-50 to 98","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
