"CBQ700.Code.or.Value","CBQ700.Value.Description","CBQ700.Count","CBQ700.Cumulative","CBQ700.Skip.to.Item"
"1","Always",1621,1621,NA
"2","Most of the time",372,1993,NA
"3","Sometimes",171,2164,NA
"4","Rarely",41,2205,NA
"5","Never",38,2243,NA
"6","Never seen",0,2243,NA
"7","Refused",0,2243,NA
"9","Don't know",4,2247,NA
".","Missing",622,2869,NA
