"CBQ815.Code.or.Value","CBQ815.Value.Description","CBQ815.Count","CBQ815.Cumulative","CBQ815.Skip.to.Item"
"1","Always",59,59,NA
"2","Most of the time",70,129,NA
"3","Sometimes",255,384,NA
"4","Rarely",166,550,NA
"5","Never",390,940,NA
"6","Do not shop for poultry",22,962,NA
"7","Refused",0,962,NA
"9","Don't know",0,962,NA
".","Missing",1983,2945,NA
