"SXQ741.Code.or.Value","SXQ741.Value.Description","SXQ741.Count","SXQ741.Cumulative","SXQ741.Skip.to.Item"
"1","Yes",133,133,NA
"2","No",39,172,NA
"7","Refused",0,172,NA
"9","Don't know",0,172,NA
".","Missing",4624,4796,NA
