"AUDTYL28.Code.or.Value","AUDTYL28.Value.Description","AUDTYL28.Count","AUDTYL28.Cumulative","AUDTYL28.Skip.to.Item"
"0 to 2.06","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
