"RHQ420.Code.or.Value","RHQ420.Value.Description","RHQ420.Count","RHQ420.Cumulative","RHQ420.Skip.to.Item"
"1","Yes",1815,1815,""
"2","No",1313,3128,"RHQ510"
"7","Refused",0,3128,"RHQ510"
"9","Don't know",5,3133,"RHQ510"
".","Missing",351,3484,""
