"AUXRR222.Code.or.Value","AUXRR222.Value.Description","AUXRR222.Count","AUXRR222.Cumulative","AUXRR222.Skip.to.Item"
"-39 to 87","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
