"AUXLR125.Code.or.Value","AUXLR125.Value.Description","AUXLR125.Count","AUXLR125.Cumulative","AUXLR125.Skip.to.Item"
"-74 to 95","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
