"AUXRR160.Code.or.Value","AUXRR160.Value.Description","AUXRR160.Count","AUXRR160.Cumulative","AUXRR160.Skip.to.Item"
"-13 to 38","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
