"CIQD105.Code.or.Value","CIQD105.Value.Description","CIQD105.Count","CIQD105.Cumulative","CIQD105.Skip.to.Item"
"0 to 28","Range of Values",17,17,NA
"77","Refuse",0,17,NA
"99","Don't know",0,17,NA
".","Missing",911,928,NA
