"MCQ149.Code.or.Value","MCQ149.Value.Description","MCQ149.Count","MCQ149.Cumulative","MCQ149.Skip.to.Item"
"1","Yes",50,50,""
"2","No",382,432,"MCQ300b"
"7","Refused",1,433,"MCQ300b"
"9","Don't know",1,434,"MCQ300b"
".","Missing",8930,9364,""
