"LBD206LC.Code.or.Value","LBD206LC.Value.Description","LBD206LC.Count","LBD206LC.Cumulative","LBD206LC.Skip.to.Item"
"0","At or above the detection limit",290,290,NA
"1","Below lower detection limit",11,301,NA
".","Missing",0,301,NA
