"AUDTYR32.Code.or.Value","AUDTYR32.Value.Description","AUDTYR32.Count","AUDTYR32.Cumulative","AUDTYR32.Skip.to.Item"
"0 to 2.5","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
