"AUQ060.Code.or.Value","AUQ060.Value.Description","AUQ060.Count","AUQ060.Cumulative","AUQ060.Skip.to.Item"
"1","Yes",2026,2026,"AUQ100"
"2","No",731,2757,""
"7","Refused",1,2758,""
"9","Don't know",45,2803,""
".","Missing",6772,9575,""
