"AUXLR270.Code.or.Value","AUXLR270.Value.Description","AUXLR270.Count","AUXLR270.Cumulative","AUXLR270.Skip.to.Item"
"-21 to 50","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
