"TYXP201.Code.or.Value","TYXP201.Value.Description","TYXP201.Count","TYXP201.Cumulative","TYXP201.Skip.to.Item"
"-298 to 106","Range of Values",354,354,NA
".","Missing",5231,5585,NA
