"AUDTYR78.Code.or.Value","AUDTYR78.Value.Description","AUDTYR78.Count","AUDTYR78.Cumulative","AUDTYR78.Skip.to.Item"
"0 to 0.69","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
