"AUXRR266.Code.or.Value","AUXRR266.Value.Description","AUXRR266.Count","AUXRR266.Cumulative","AUXRR266.Skip.to.Item"
"-15 to 133","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
