"AUXLR266.Code.or.Value","AUXLR266.Value.Description","AUXLR266.Count","AUXLR266.Cumulative","AUXLR266.Skip.to.Item"
"-14 to 46","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
