"AUXLR126.Code.or.Value","AUXLR126.Value.Description","AUXLR126.Count","AUXLR126.Cumulative","AUXLR126.Skip.to.Item"
"-56 to 46","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
