"AUDTYR09.Code.or.Value","AUDTYR09.Value.Description","AUDTYR09.Count","AUDTYR09.Cumulative","AUDTYR09.Skip.to.Item"
"0 to 1.63","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
