"RHQ260.Code.or.Value","RHQ260.Value.Description","RHQ260.Count","RHQ260.Cumulative","RHQ260.Skip.to.Item"
"1 to 4","Range of Values",255,255,NA
"77","Refused",0,255,NA
"99","Don't know",0,255,NA
".","Missing",3610,3865,NA
